COD_ISBN	AUTORI	TITOLO	STITOLO	EDIZIONE	TITOLOC	PREZZO	NUPAG	NOTA
9788808720313	"CARPANELLI Francesca"	"La geografia in 30 lezioni"		"seconda edizione"	"Volume unico"	1290	168	", , 230x285, 2020"
9788808058010	"BRAMSTON David"	"Il linguaggio dei prodotti"			"Volume unico"	2500	176	"160x230, 2011"
9788808063052	"D'AMICO Cristina-D'AMICO Nicola"	"Cittadinanza e Costituzione"	"Il manuale del vivere civile"		"Volume unico con risorse digitali Scuolabook"	2020	320	"197x285, 2009"
9788808200730	"CATANI Cesarina-GREINER Herbert-PEDRELLI Elena-WOLFFHARDT Claudia"	"Kurz und gut"	"Ein Lehrwerk für deutsche Sprache und Kultur"		"Volume 3"	2040	224	"197x266, 2013"
9788808301406	"CATANI Cesarina-GREINER Herbert-PEDRELLI Elena-WOLFFHARDT Claudia"	"Kurz und gut"	"Ein Lehrwerk für deutsche Sprache und Kultur"		"Box 2 CD audio per la classe Volume 3"	2510	0	"140x124, 2013"
9788808334657	"CATANI Cesarina-GREINER Herbert-PEDRELLI Elena-WOLFFHARDT Claudia"	"Kurz und gut"	"Ein Lehrwerk für deutsche Sprache und Kultur"		"Volume B"	3400	384	"197x266, 2013"
9788808337610	"CATANI Cesarina-GREINER Herbert-PEDRELLI Elena-WOLFFHARDT Claudia"	"Kurz und gut"	"Ein Lehrwerk für deutsche Sprache und Kultur"		"Confezione 2 CD-audio per la classe Volume Niveau B2"	2890	0	"140x120, 2013"
9788808437112	"CATANI Cesarina-GREINER Herbert-PEDRELLI Elena-WOLFFHARDT Claudia"	"Kurz und gut"	"Ein Lehrwerk für deutsche Sprache und Kultur"		"Volume Niveau B2"	2300	272	"197x265, 2013"
9788808520685	"CARRADA Luisa"	"Guida di stile"	"Scrivere e riscrivere con consapevolezza"		"Volume unico"	1300	136	", , 128x197, 2017"
9788808648389	"FORNARI Gabriella-GANDO Maria Teresa-VALITUTTI Giuseppe"	"Chimica organica, biochimica e laboratorio"		"Quinta edizione"	Laboratorio	1030	96	", , 197x265, 2017"
9788808821317	"FORNARI Gabriella-GANDO Maria Teresa-VALITUTTI Giuseppe"	"Chimica organica, biochimica e laboratorio"		"Quinta edizione"	Teoria	3350	424	", , 197x265, 2017"
9788808319418	"REVELLINO Patrizia-SCHINARDI Giovanna-TELLIER Emilie"	Miroirs	"Littérature, histoire, art et culture"		Fiches	700	96	", , 230x285, 2020"
9788808348784	"REVELLINO Patrizia-SCHINARDI Giovanna-TELLIER Emilie"	Miroirs	"Littérature, histoire, art et culture"		"Idee per imparare"	1050	224	", , 230x285, 2020"
9788808406538	"REVELLINO Patrizia-SCHINARDI Giovanna-TELLIER Emilie"	Miroirs	"Littérature, histoire, art et culture"		"Confezione 10 CD audio per la classe"	10000	0	", , 0x0, 2020"
9788808420589	"REVELLINO Patrizia-SCHINARDI Giovanna-TELLIER Emilie"	Miroirs	"Littérature, histoire, art et culture"		"Confezione Volume 1 + Fiches"	3100	520	", , 230x285, 2020"
9788808455482	"REVELLINO Patrizia-SCHINARDI Giovanna-TELLIER Emilie"	Miroirs	"Littérature, histoire, art et culture"		"Volume 1"	2650	424	", , 230x285, 2020"
9788808475060	"REVELLINO Patrizia-SCHINARDI Giovanna-TELLIER Emilie"	Miroirs	"Littérature, histoire, art et culture"		"Volume 2"	2850	440	", , 230x285, 2020"
9788808520395	"MANZINI Federico"	"Fashion & Italy"	"Colours & Accessories"		"Volume unico"	2380	200	", Franco Lucisano editore. Distribuzione esclusiva Zanichelli, 197x265, 2019"
9788808320537	"DERRICKSON Bryan-TORTORA Gerard J."	"Conosciamo il corpo umano Edizione Azzurra"		"Seconda edizione"	"Volume unico"	3490	448	", , 210x285, 2020"
9788808220981	"DARDANO Maurizio"	"Nuovo manualetto di linguistica italiana"		"Seconda edizione"	"Volume unico"	2220	320	", , 170x240, 2017"
9788808028389	"BONSIGNORI Angelo-SANTARELLI Umberto-TEDESCHI Guido Uberto"	"Art. 118-145"	"CHIUSURA DEL FALLIMENTO. CONCORDATO. RIABILITAZIONE CIVILE"	"1 ed."	"Volume unico"	7950	660	"180x245, 1977"
9788808421142	"D'ISCHIA Rosangela-MARTÍN SÁNCHEZ María Teresa"	"El texto y la pluma"			"Volume unico"	1760	192	", , 197x285, 2017"
9788808536587	"BAGATTI Franco-CORRADI Elis-DESCO Alessandro-ROPA Claudia"	"Chimica dappertutto"		"Terza edizione Conoscere la materia Chimica"	Chimica	1840	216	", , 230x285, 2015"
9788808184627	"BERTANI Roberta-CLEMENTE Dore-DEPAOLI Giovanni-DI BERNARDO Plinio-GLERIA Mario-LONGATO Bruno-MAZZI Ulderico-RIZZI Gian andrea-SOTGIU Giovanni-VIDALI Maurizio"	"Chimica generale e inorganica"		"Terza edizione"	"Volume unico"	6200	608	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x270, 2010"
9788808921291	"SCARAVELLI Irene"	LL	"50 lezioni di latino"	"Seconda edizione"	"Volume unico"	2690	432	", , 197x266, 2016"
9788808393968	"BAROZZI Graziella-BERGAMINI Massimo"	"Matematica multimediale.rosso"			"Volume 1"	2960	672	", , 197x266, 2020"
9788808841827	"BAROZZI Graziella-BERGAMINI Massimo"	"Matematica multimediale.rosso"			"Volume 1 con Tutor"	3280	672	", , 197x266, 2020"
9788808721082		"Arbitrati speciali"	"commentario diretto da Federico Carpi"	"Seconda edizione"	"Volume unico"	10050	688	", , 180x245, 2016"
9788808138392	"RONCHETTI Paolo"	"Corso di diritto"		"Terza edizione"	"Diritto pubblico"	1960	360	", , 197x285, 2017"
9788808220950	"RONCHETTI Paolo"	"Corso di diritto"		"Terza edizione"	"Diritto civile e commerciale"	3060	608	", , 197x285, 2017"
9788808837400	"CANESCHI Marzia-CECCHI Daniela-COCTON Marie-noelle-DAUDA Paola-GIACHINO Luca-GRÉCO Julie-TORTELLI Francesca"	"Étapes - Version légère"	"Méthode de français"		"Volume unico + fascicolo civiltà di Carla Baracco, Paola Dauda, Luca Giachino"	3100	448	", Zanichelli / Didier, 210x285, 2016"
9788808837561	"CANESCHI Marzia-CECCHI Daniela-COCTON Marie-noelle-DAUDA Paola-GIACHINO Luca-GRÉCO Julie-TORTELLI Francesca"	"Étapes - Version légère"	"Méthode de français"		"Confezione 5 CD audio per la classe Volume unico"	5150	0	", Zanichelli / Didier, 142x125, 2016"
9788808288837	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio"	"Il globo terrestre e la sua evoluzione - edizione blu"		"Seconda edizione"	"Volume S - Minerali e rocce. Geodinamica endogena. Atmosfera. Clima. Modellamento del rilievo"	3600	496	", , 230x285, 2017"
9788808357359	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio"	"Il globo terrestre e la sua evoluzione - edizione blu"		"Seconda edizione"	"Volume Tettonica delle placche, Storia della Terra, Interazioni fra geosfere, Modellamento del rilievo"	2020	224	", , 230x285, 2017"
9788808420947	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio"	"Il globo terrestre e la sua evoluzione - edizione blu"		"Seconda edizione"	"Volume Minerali e rocce. Geodinamica endogena. Interazioni fra geosfere. Modellamento del rilievo"	3390	424	", , 230x285, 2017"
9788808425881	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio"	"Il globo terrestre e la sua evoluzione - edizione blu"		"Seconda edizione"	"Volume Minerali e rocce, Vulcani, Terremoti"	1760	208	", , 230x285, 2017"
9788808439888	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio"	"Il globo terrestre e la sua evoluzione - edizione blu"		"Seconda edizione"	"Volume S - Tettonica delle placche. Storia della Terra. Atmosfera. Clima. Modellamento del rilievo"	2240	296	", , 230x285, 2017"
9788808262721	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio"	"Il globo terrestre e la sua evoluzione - edizione blu"		"Seconda edizione"	"Minerali e rocce"	900	72	", , 230x285, 2017"
9788808311665	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio"	"Il globo terrestre e la sua evoluzione - edizione blu"		"Seconda edizione"	"La Terra nello spazio. Geodinamica esogena"	2000	232	", , 230x285, 2017"
9788808752161	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio"	"Il globo terrestre e la sua evoluzione - edizione blu"		"Seconda edizione"	"Vulcani e terremoti, Tettonica delle placche, Interazioni fra geosfere"	2070	240	", , 230x285, 2017"
9788808690883	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio"	"Il globo terrestre e la sua evoluzione - edizione blu"		"Seconda edizione"	"Confezione La Terra nello spazio. Geodinamica esogena - Dalla materia all'atomo"	3580	440	", , 230x285, 2017"
9788808328991	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio"	"Il globo terrestre e la sua evoluzione - edizione blu"		"Seconda edizione"	"Volume unico per i cinque anni"	3450	488	", , 230x285, 2017"
9788808622655	"LUPIA PALMIERI Elvidio-PAROTTO Maurizio"	"Il globo terrestre e la sua evoluzione - edizione blu"		"Seconda edizione"	"Volume primo biennio con chimica (di S. Saraceni e G. Strumia)"	2610	320	", , 230x285, 2017"
9788808033024	"DE SIERVO Ugo-FEDELE Andrea"	"Art. 22-23"	"RAPPORTI CIVILI"	"1 ed."	"Volume unico"	2700	176	"175x245, 1981"
9788808066015	"BISCONTI Michelangelo"	"Le culture degli altri animali"	"È Homo l'unico sapiens?"		"Volume unico"	1230	208	"Collana a cura di Lisa Vozza e Federico Tibone, 115x178, 2008"
9788808212504	"ASSANDRI Alice-ASSANDRI Pino-MUTTI Elena"	"Mappe e tesori"			"Volume 2"	2410	664	", , 197x265, 2019"
9788808477781	"ASSANDRI Alice-ASSANDRI Pino-MUTTI Elena"	"Mappe e tesori"			"Idee per imparare volume 1"	990	184	", , 167x266, 2019"
9788808520654	"ASSANDRI Alice-ASSANDRI Pino-MUTTI Elena"	"Mappe e tesori"			"Confezione volume 1 + Alla scoperta dei Classici a cura di Giusi Marchetta"	2680	1192	", , 197x265, 2019"
9788808604057	"ASSANDRI Alice-ASSANDRI Pino-MUTTI Elena"	"Mappe e tesori"			"Volume 3"	2530	680	", , 197x266, 2019"
9788808748843	"ASSANDRI Alice-ASSANDRI Pino-MUTTI Elena"	"Mappe e tesori"			"Alla scoperta dei Classici"	1980	528	", , 197x267, 2019"
9788808760883	"ASSANDRI Alice-ASSANDRI Pino-MUTTI Elena"	"Mappe e tesori"			"Idee per imparare volume 3"	990	184	", , 197x266, 2019"
9788808829405	"ASSANDRI Alice-ASSANDRI Pino-MUTTI Elena"	"Mappe e tesori"			"Idee per imparare volume 2"	990	184	", , 197x266, 2019"
9788808740434	"ASSANDRI Alice-ASSANDRI Pino-MUTTI Elena"	"Mappe e tesori"			"Educazione civica e ambientale"	900	136	", , 197x265, 2019"
9788808838322	"ASSANDRI Alice-ASSANDRI Pino-MUTTI Elena"	"Mappe e tesori"			"Idee per imparare di Alla scoperta dei Classici"	1090	224	", , 197x266, 2019"
9788808322869	"DERRICKSON Bryan-TORTORA Gerard J."	"Conosciamo il corpo umano"		"Edizione azzurra"	"Volume unico"	3480	432	"210x285, 2013"
9788808300157	"AGAZZI Pierangelo-BUBBA Caterina-SISANA Lucio"	"@d litteram"	"Corso di lingua e cultura latina"	"Edizione arancione"	"Volume 2"	2400	336	"197x266, 2014"
9788808800145	"AGAZZI Pierangelo-BUBBA Caterina-SISANA Lucio"	"@d litteram"	"Corso di lingua e cultura latina"	"Edizione arancione"	"Volume 1"	2700	440	"197x266, 2014"
9788808220691	"BIONDI Francesca-ZANON Nicolò"	"Il sistema costituzionale della magistratura"		"Quinta edizione"	"Volume unico"	4230	384	", , 170x240, 2019"
9788808187246	"DIMMOCK Nigel J.-EASTON Andrew J.-LEPPARD Keith N."	"Introduzione alla Virologia moderna"			"Volume unico"	4900	416	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x270, 2017"
9782321008613		"Le Robert de poche"		"Nouvelle édition"	"Volume unico brossura"	970	1086	", , 107x177, 2016"
9788808059697	"COVACCIOLI Cinzia-GARZILLO Liliana-SUÁREZ Fernando Martín"	"Nuestro mundo"	"Recorridos hispánicos"		"Volume unico con CD audio con risorse digitali Scuolabook"	1920	160	"Clitt editore. Distribuzione esclusiva Zanichelli, 195x285, 2011"
9788808322920	"ALIGHIERI Dante"	"La Commedia di Dante interpretata da Ivano Marescotti. Con introduzione ai canti di Riccardo Bruscagli"			"Cofanetto 12 CD Audio+3 volumetti"	12200	760	"135x155, 2011"
9788808151933	"D'INCALCI Maurizio-VOZZA Lisa"	"Come nascono le medicine"	"La scienza imperfetta dei farmaci"		"Volume unico + risorse digitali"	1430	224	"115x177, 2014"
9788808061577	"MEA Giuseppe"	"o Dicionário Português"	"Dizionario Portoghese-Italiano Italiano-Portoghese"	"Terza edizione"	"2 volumi in confezione indivisibile"	11750	2230	"Zanichelli/Porto Editora, 180x225, 2010"
9788808656711	"STEFANI Massimo-TADDEI Niccolò"	"Chimica & Biochimica"			"Volume unico"	3060	320	", , 197x265, 2017"
9788808184054	"BERTINI Ivano-LUCHINAT Claudio-MANI Fabrizio"	"La chimica pieghevole"			"Volume unico"	390	0	"160x245, 2011"
9788808820662	"IARRERA Francesco-PILOTTI Giorgio"	"Geografia. Uomini e spazi globali"		"Seconda edizione"	"Volume unico"	1380	152	", , 230x285, 2018"
9788808124357	"SCRIBEDIT "	"Parole per viaggiare Francese"			Francese	1080	216	"112x158, 2011"
9788808521057		"Il nuovo Regolamento europeo sulla privacy e sulla protezione dei dati personali"	"diretto da Giusella Finocchiaro"		"Volume unico"	14400	776	", , 180x245, 2017"
9788808328335	"RAGAZZINI Giuseppe"	"il Ragazzini 2021"	"Dizionario inglese-italiano italiano-inglese"		"Versione DVD"	4990	0	"400 000 voci e significati, 120 000 termini specialistici, , , 2020"
9788808492777	"RAGAZZINI Giuseppe"	"il Ragazzini 2021"	"Dizionario inglese-italiano italiano-inglese"		"Versione base"	6950	2656	"400 000 voci e significati, 120 000 termini specialistici, , 190x255, 2020"
9788808553478	"RAGAZZINI Giuseppe"	"il Ragazzini 2021"	"Dizionario inglese-italiano italiano-inglese"		"Versione Plus"	8550	2656	"400 000 voci e significati, 120 000 termini specialistici, , 190x255, 2020"
9788808265623	"DELLE DONNE Clarice"	"ART. 290-294"	Contumacia		"Volume unico"	7100	368	", , 180x245, 2018"
9788808120472	"MAGA Giovanni"	"Quando la cellula perde il controllo"	"Capire il cancro per sconfiggerlo"		"Volume unico"	1420	224	", , 124x200, 2019"
9788808330253	"BERTONI Silvia-PISONI Cecilia-REGGIANI Loretta"	"Nel vivo della lingua"	"Grammatica, lessico e comunicazione"		"Idee per imparare"	1020	192	", , 195x265, 2017"
9788808521224	"BERTONI Silvia-PISONI Cecilia-REGGIANI Loretta"	"Nel vivo della lingua"	"Grammatica, lessico e comunicazione"		"Volume unico"	2260	648	", , 197x266, 2017"
9788808420572	"VANIN Marta-ZANIVAN Bruno"	Ypa!			"Volume 1"	1850	200	", , 210x285, 2020"
9788808476920	"VANIN Marta-ZANIVAN Bruno"	Ypa!			"Confezione 2 CD audio per la classe volumi 1 e 2"	3000	0	", , 0x0, 2020"
9788808966360	"VANIN Marta-ZANIVAN Bruno"	Ypa!			"Volume 2"	1850	208	", , 210x285, 2020"
9788808265586	"TEDOLDI Alberto"	"ART. 702 bis-702 quater"	"Procedimento sommario di cognizione"		"Volume unico"	15700	880	", , 180x245, 2016"
9788808193308	"LEGNANI Silvia-MASTANTUONO Catia Franca-PERAGLIE Tiziana-SOCCIO Rita"	"Competenze Grafiche"	"Progettazione multimediale"		"Volume unico"	3530	400	"Clitt editore. Distribuzione esclusiva Zanichelli, 195x285, 2012"
9788808335012	"LEGNANI Silvia-MASTANTUONO Catia Franca-PERAGLIE Tiziana-SOCCIO Rita"	"Competenze Grafiche"	"Progettazione multimediale"		"Volume per il quinto anno"	1940	208	"Clitt editore. Distribuzione esclusiva Zanichelli, 195x285, 2012"
9788808793157	"CIRILLI Dionisio-GUGLIELMI Francesco-PERTICI Nadine-ROSANO Sabrina"	"Tecnologia, progettazione, ambiente"			"Idee per Imparare"	1010	208	", , 197x265, 2017"
9788808821133	"CIRILLI Dionisio-GUGLIELMI Francesco-PERTICI Nadine-ROSANO Sabrina"	"Tecnologia, progettazione, ambiente"			"Confezione volume Corso di tecnologia + volume Corso di disegno"	2700	704	", , 230x285, 2017"
9788808321206	"GENTILE Antonino-TIFI Alfredo-VALITUTTI Giuseppe-VALITUTTI Maria Teresa"	"In cucina con la chimica"			"Volume unico"	2070	256	", , 197x266, 2015"
9788808153173	"PÉREZ NAVARRO José-POLETTINI Carla"	Juntos		"seconda edizione di ¡Acción!"	"Confezione 10 CD audio per la classe"	10100	0	", , 140x125, 2018"
9788808231093	"PÉREZ NAVARRO José-POLETTINI Carla"	Juntos		"seconda edizione di ¡Acción!"	"Confezione Volume A + Conocemos el mundo hispánico"	2720	320	", , 210x285, 2018"
9788808474834	"PÉREZ NAVARRO José-POLETTINI Carla"	Juntos		"seconda edizione di ¡Acción!"	"Confezione Volume 2 + Ponte a prueba"	2020	240	", , 210x285, 2018"
9788808494412	"PÉREZ NAVARRO José-POLETTINI Carla"	Juntos		"seconda edizione di ¡Acción!"	"Volume 3"	2020	184	", , 210x285, 2018"
9788808610997	"PÉREZ NAVARRO José-POLETTINI Carla"	Juntos		"seconda edizione di ¡Acción!"	"Idee per imparare"	1410	144	", , 210x285, 2018"
9788808708885	"PÉREZ NAVARRO José-POLETTINI Carla"	Juntos		"seconda edizione di ¡Acción!"	"Volume 1 Seguimos Juntos"	800	64	", , 170x240, 2018"
9788808728463	"PÉREZ NAVARRO José-POLETTINI Carla"	Juntos		"seconda edizione di ¡Acción!"	"Volume 2 Seguimos Juntos"	800	64	", , 170x240, 2018"
9788808820884	"PÉREZ NAVARRO José-POLETTINI Carla"	Juntos		"seconda edizione di ¡Acción!"	"Confezione Volume 1 +  Conocemos el mundo hispánico"	2000	232	", , 210x285, 2018"
9788808922281	"PÉREZ NAVARRO José-POLETTINI Carla"	Juntos		"seconda edizione di ¡Acción!"	"Confezione Volume B + Ponte a prueba"	2750	328	", , 210x290, 2018"
9788808181688	"BERGAMINI Ettore-LOWE James-SCOTT Ian-STEVENS Alan"	Patologia		"Terza edizione"	"Volume unico"	8450	644	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 220x285, 2009"
9788808087317	"GALLIERA Maurizio-GALLONE Luigi"	Chirurgia	"VII edizione - Opera in due volumi"	"Settima edizione"	"Volume unico"	28300	2528	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 210x275, 2005"
9788808065070	"CUOMO ULLOA Francesca"	"ART. 306-310"	"Estinzione del processo"		"Volume unico"	8190	432	", , 180x245, 2016"
9788808186461	"GATTINONI Paola-LONGONI Laura-PAPINI Monica-SCESI Laura"	"Geologia tecnica"			"Volume unico"	5400	512	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 194x270, 2015"
9788808137333	"BERNARDI Maria-CONDOLF Anna-ZIZZI Gaetana"	"Studiare psicologia"			"•• Psicologia per l'operatore sociale (a cura di Maria Bernardi, Anna Condolf e Gaetana Zizzi)"	2400	384	"Clitt editore. Distribuzione esclusiva Zanichelli, 200x270, 2008"
9788808137357	"BERNARDI Maria-CONDOLF Anna-ZIZZI Gaetana"	"Studiare psicologia"			"••• Psicologia per il tecnico dei servizi sociali (a cura di Maria Bernardi e Anna Condolf)"	3200	592	"Clitt editore. Distribuzione esclusiva Zanichelli, 200x270, 2008"
9788808821324	"MARINO Susanna"	"Giapponese compatto"	"Dizionario Giapponese-Italiano Italiano-Giapponese"	"Seconda edizione"	"Volume unico"	1700	504	", , 130x178, 2017"
9788808402691	"PHELAN Jay-PIGNOCCHINO Maria Cristina"	Biologia			"Volume unico"	3830	552	", , 230x285, 2017"
9788808695376	"PHELAN Jay-PIGNOCCHINO Maria Cristina"	Biologia			"Dalla biologia molecolare al corpo umano"	2690	328	", , 230x285, 2017"
9788808950864	"PHELAN Jay-PIGNOCCHINO Maria Cristina"	Biologia			"Dalla cellula ai viventi"	2000	240	", , 230x285, 2017"
9788808194893	"DE CLAR Fergal-MATASSI Carla-PAOLINELLI Daniela"	"Talking Business"			"Volume unico con risorse digitali Scuolabook"	3320	384	"Clitt editore. Distribuzione esclusiva Zanichelli, 197x285, 2012"
9788808380074	"MANZONI Edoardo-NIGHTINGALE Florence"	"Notes on Nursing"	"Cenni sull'assistenza degli ammalati"		"Volume unico"	1450	144	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 150x210, 2020"
9788808520630	"TORTORA Riccardo"	"Competenze di igiene e cultura medico-sanitaria"		"seconda edizione"	"Volume per il secondo biennio"	4000	576	", Clitt editore. Distribuzione esclusiva Zanichelli., 197x285, 2018"
9788808488862	"TORTORA Riccardo"	"Competenze di igiene e cultura medico-sanitaria"		"seconda edizione"	"Volume per il quinto anno"	2300	320	", Clitt editore. Distribuzione esclusiva Zanichelli., 197x285, 2018"
9788808590831	"CERUTI Grazia-GAINOTTI Alba-MODELLI Alessandra"	"Il racconto della biologia"			"Volume unico"	2500	336	", , 230x285, 2019"
9788808436351	"ASSANDRI Alice-ASSANDRI Pino-MUTTI Elena"	"Libro visuale Nel cuore delle storie"			"Volume 2"	2220	488	"197x266, 2014"
9788808635136	"ASSANDRI Alice-ASSANDRI Pino-MUTTI Elena"	"Libro visuale Nel cuore delle storie"			"Confezione volume 1 + Leggere i Classici"	2400	896	"197x266, 2014"
9788808636355	"ASSANDRI Alice-ASSANDRI Pino-MUTTI Elena"	"Libro visuale Nel cuore delle storie"			"Volume 3"	2250	504	"197x265, 2014"
9788808211323	"BERTINETTO Clara-METIÄINEN Arja-PAASONEN Johannes-VOUTILAINEN Eija"	Contaci!			"Confezione 1 con CD"	3140	632	"185x240, 2012"
9788808220103	"BERTINETTO Clara-METIÄINEN Arja-PAASONEN Johannes-VOUTILAINEN Eija"	Contaci!			"Confezione 3"	2690	584	"185x240, 2012"
9788808400192	"BERTINETTO Clara-METIÄINEN Arja-PAASONEN Johannes-VOUTILAINEN Eija"	Contaci!			"Confezione 2 con CD"	2900	512	"185x240, 2012"
9788808600196	"BERTINETTO Clara-METIÄINEN Arja-PAASONEN Johannes-VOUTILAINEN Eija"	Contaci!			"Confezione 3 con CD"	3160	584	"185x240, 2012"
9788808569394	"BERTINETTO Clara-METIÄINEN Arja-PAASONEN Johannes-VOUTILAINEN Eija"	Contaci!			"Idee per imparare"	1400	288	"197x285, 2012"
