"IDLuogo";"X";"Y";"Descrizione";"Origine";"Periodo";"Sito";"Gruppo";"Tipo";"Telefono";"Strada";"Citta";"Provincia";"Regione"
1978;9,61;40,34;"Domus de janas Conca de janas VIII";"megaliti";"";"Galtelli ";"abitato";"domus";"";"SS125";"Dorgali";"NU";"SAR"
1979;9,61;40,34;"Domus De Janas Conca e Janas IV-V";"megaliti";"";"Galtelli ";"abitato";"domus";"";"SS125";"Dorgali";"NU";"SAR"
1980;9,60;40,40;"Domus de janas di Turrighe";"megaliti";"";"Loculi ";"abitato";"domus";"";"SP25";"Loculi";"NU";"SAR"
1981;9,66;40,44;"Domu de Janas Sa Conca 'e Mortu";"megaliti";"";"Irgoli ";"";"";"";"SP72";"Irgoli";"NU";"SAR"
1982;9,51;40,35;"Domus de Janas Tinnias o Folaghe";"megaliti";"";"Loculi ";"abitato";"domus";"";"SP38";"Dorgali";"NU";"SAR"
1983;9,47;40,38;"Domus De Janas S. Cristina";"megaliti";"";"Dorgali ";"abitato";"domus";"";"SS131DCN";"Dorgali";"NU";"SAR"
1984;9,43;40,37;"Domus De Janas Lottoai";"megaliti";"";"Oliena ";"abitato";"domus";"";"Strada Provinciale 18";"Oliena";"NU";"SAR"
1985;9,41;40,36;"Domus de Janas";"megaliti";"";"Nuoro ";"abitato";"domus";"";"SS131DCN";"Dorgali";"NU";"SAR"
1986;9,34;40,35;"Necropoli ipogeica Maria Frunza";"megaliti";"";"Nuoro ";"ipogei";"ipogeo";"";"SP45";"Nuoro";"NU";"SAR"
1987;9,34;40,33;"Domus de Janas Ianna Bentosa";"megaliti";"";"Nuoro ";"abitato";"domus";"";"SP45";"Nuoro";"NU";"SAR"
1988;9,35;40,33;"Necropoli a Domus de Janas di Borbore";"megaliti";"";"Nuoro ";"abitato";"domus";"";"";"Nuoro";"NU";"SAR"
1989;9,52;40,95;"Nuraghe e recinto megalitico Cabu Abbas";"megaliti";"";"Olbia ";"";"nuraghe";"";"Via Congo";"Olbia";"OT";"SAR"
1990;8,93;39,56;"Resti insed preistorico San Salvatore";"megaliti";"";"Furtei ";"abitato";"ruderi";"";"SS197";"Furtei";"VS";"SAR"
1991;8,87;39,43;"Menhir con incisioni di Perda Fitta";"megaliti";"";"Serramanna ";"religione";"menhir";"";"SP 106";"Serramanna";"VS";"SAR"
1992;8,81;39,30;"Domus de Janas di Sa Domu 'e S'Orcu";"megaliti";"";"Siliqua ";"abitato";"domus";"";"SS130";"Siliqua";"CA";"SAR"
1993;8,65;39,25;"Area neolitica Corongiu Acca (6000 aC)";"megaliti";"";"Villamassargia ";"musei e parchi";"area archeologica";"";"SP2";"Villamassargia";"CI";"SAR"
1994;8,66;39,13;"Domus de janas di Montessu gruppo III";"megaliti";"";"Narcao ";"abitato";"domus";"";"";"Villaperuccio";"CI";"SAR"
1995;8,66;39,13;"Domus de janas di Montessu";"megaliti";"";"Narcao ";"abitato";"domus";"";"";"Villaperuccio";"CI";"SAR"
1996;8,66;39,13;"Domus de janas di Montessu gruppo V";"megaliti";"";"Narcao ";"abitato";"domus";"";"";"Villaperuccio";"CI";"SAR"
1997;8,66;39,13;"Domus de janas di Montessu gruppo IV";"megaliti";"";"Narcao ";"abitato";"domus";"";"";"Villaperuccio";"CI";"SAR"
1998;8,66;39,13;"Domus de janas di Montessu gruppo II";"megaliti";"";"Narcao ";"abitato";"domus";"";"";"Villaperuccio";"CI";"SAR"
1999;8,66;39,13;"Domus de janas di Montessu gruppo I";"megaliti";"";"Narcao ";"abitato";"domus";"";"";"Villaperuccio";"CI";"SAR"
2000;8,67;39,13;"Domus de Janas di Montessu.  Centro Accoglienza";"megaliti";"";"Narcao ";"abitato";"domus";"";"SS 293 di Giba";"Piscinas";"CI";"SAR"
2001;8,65;39,13;"Domus de Janas Sa Grutta";"megaliti";"";"Villaperuccio ";"abitato";"domus";"";"";"Villaperuccio";"CI";"SAR"
2002;8,66;39,10;"Menhir Luxia Arrabiosa";"megaliti";"";"Villaperuccio ";"religione";"menhir";"";"SS 293 di Giba";"Piscinas";"CI";"SAR"
2003;8,68;39,09;"Domus de Janas Pani Loriga gruppo B";"megaliti";"";"Santadi ";"abitato";"domus";"";"SS 293 di Giba";"Piscinas";"CI";"SAR"
2004;8,69;39,08;"Domus de Janas Pani Loriga gruppo A";"megaliti";"";"Santadi ";"abitato";"domus";"";"SS 293 di Giba";"Piscinas";"CI";"SAR"
2005;8,71;39,14;"Domus de janas Is Gruttixeddas";"megaliti";"";"Nuxis ";"abitato";"domus";"";"SS 293 di Giba";"Nuxis";"CI";"SAR"
2006;8,53;39,16;"Domus de Janas di Cannas di Sotto";"megaliti";"";"Carbonia ";"abitato";"domus";"";"Via Porto Conte";"Carbonia";"CI";"SAR"
2008;8,49;39,11;"Domus de Janas Loccis Santus";"megaliti";"";"S.Giovanni Suergiu ";"abitato";"domus";"";"Via Salvatore Quasimodo";"San Giovanni Suergiu";"CI";"SAR"
2009;8,48;39,07;"menhirs  Su Para e Sa Mongia";"megaliti";"";"Sant'Antioco ";"religione";"menhir";"";"SS126";"Sant'Antioco";"CI";"SAR"
2010;8,45;39,07;"Area archeol del Cronicario (IV mil.aC)";"megaliti";"";"Sant'Antioco ";"musei e parchi";"area archeologica";"";"Via M.D'Azeglio";"Sant'Antioco";"CI";"SAR"
2011;8,40;39,00;"Domus de Janas Sierra Nuarxis";"megaliti";"";"Sant'Antioco ";"abitato";"domus";"";"SP76";"Sant'Antioco";"CI";"SAR"
2012;8,39;38,98;"Domus de Janas su niu de su Crobu";"megaliti";"";"Calasetta ";"abitato";"domus";"";"SP76";"Sant'Antioco";"CI";"SAR"
2013;8,66;39,56;"Menhirs Perdas Longas";"megaliti";"";"Guspini ";"religione";"menhir";"";"";"Guspini";"VS";"SAR"
2014;8,65;39,59;"Menhir Dea Madre";"megaliti";"";"Guspini ";"religione";"menhir";"";"SS126";"Guspini";"VS";"SAR"
2015;13,04;41,22;"Riparo Blanc (strati preistor)";"megaliti";"";"San Felice Circeo ";"";"";"";"Via delle Batterie";"San Felice Circeo";"LT";"LAZ"
2016;13,09;41,23;"Grotta Guattari (H.Neanderthal)";"megaliti";"";"San Felice Circeo ";"ipogei";"grotte";"";"Lungomare Circe";"San Felice Circeo";"LT";"LAZ"
2017;14,22;41,58;"Mura Pelasgiche (III mil.aC)";"megaliti";"";"Isernia ";"difesa";"mura";"";"Via Marcelli";"Isernia";"IS";"MOL"
2018;14,22;41,58;"M.Naz.S.Maria d.Monache(La Pineta)";"megaliti";"";"Isernia ";"";"";"0865415179";"Via Marcelli";"Isernia";"IS";"MOL"
2019;14,24;41,59;"La Pineta.(Paleolitico700.000aC)Ramiera Vecchia";"megaliti";"";"Isernia ";"";"";"";"Via Santo Spirito";"Isernia";"IS";"MOL"
2020;16,49;41,19;"Dolmen Chianca I - Carrara Dolmen";"megaliti";"";"Bisceglie ";"";"dolmen";"";"Autostrada Adriatica";"Trani";"BT";"PUG"
2021;16,50;41,17;"Dolmen Frisari II - Carrara Aglio";"megaliti";"";"Bisceglie ";"";"dolmen";"";"Lama dell'Aglio";"Bisceglie";"BT";"PUG"
2022;16,63;41,15;"Dolmen loc.San Silvestro";"megaliti";"";"Giovinazzo ";"";"dolmen";"";"Strada Provinciale Terlizzi - Giovinazzo";"Giovinazzo";"BA";"PUG"
2023;17,48;40,78;"Dolmen Pescomarano";"megaliti";"";"Fasano ";"";"dolmen";"";"Strada Comunale Carriera I";"Ostuni";"BR";"PUG"
2024;18,30;40,25;"Dolmen Placa";"megaliti";"";"Melendugno ";"";"dolmen";"";"Strada Vicinale Grassi Mauriani";"Carpignano Salentino";"LE";"PUG"
2025;18,27;40,15;"Dolmen Caroppo";"megaliti";"";"Corigliano d'Otranto ";"";"dolmen";"";"SP367";"Corigliano d'Otranto";"LE";"PUG"
2026;18,27;40,14;"Dolmen masseria Noa";"megaliti";"";"Melendugno ";"";"dolmen";"";"Strada Statale Lecce - Maglie";"Corigliano d'Otranto";"LE";"PUG"
2027;18,40;40,12;"Dolmen Stabile";"megaliti";"";"Giurdignano ";"";"dolmen";"";"Strada Statale 16 Adriatica";"Giurdignano";"LE";"PUG"
2028;18,42;40,12;"Giurdignano Menhir Vicinanze2";"megaliti";"";"";"religione";"menhir";"";"Strada Statale 16 Adriatica";"Giurdignano";"LE";"PUG"
2029;18,42;40,12;"Menhir Vicinanze1";"megaliti";"";"Giurdignano ";"religione";"menhir";"";"Strada Statale 16 Adriatica";"Giurdignano";"LE";"PUG"
2030;18,42;40,12;"Menhir San Paolo";"megaliti";"";"Giurdignano ";"religione";"menhir";"";"Strada Statale 16 Adriatica";"Giurdignano";"LE";"PUG"
2031;18,42;40,11;"Dolmen Gravasce";"megaliti";"";"Giurdignano ";"";"dolmen";"";"Strada Statale 16 Adriatica";"Giurdignano";"LE";"PUG"
2032;18,43;40,11;"Dolmen Orfine";"megaliti";"";"Giurdignano ";"";"dolmen";"";"Strada Statale 16 Adriatica";"Giurdignano";"LE";"PUG"
2033;18,43;40,11;"Dolmen Grassi";"megaliti";"";"Giurdignano ";"";"dolmen";"";"Strada Statale 16 Adriatica";"Giurdignano";"LE";"PUG"
2034;18,43;40,09;"Dolmen Scusi";"megaliti";"";"Minervino ";"";"dolmen";"";"Strada Statale 16 Adriatica";"Giurdignano";"LE";"PUG"
2035;18,42;40,13;"Dolmen Specchia";"megaliti";"";"Minervino ";"";"dolmen";"";"Strada Statale 16 Adriatica";"Giurdignano";"LE";"PUG"
2036;18,45;40,14;"Dolmen Chiancuse";"megaliti";"";"Giurdignano ";"";"dolmen";"";"Strada Statale 16 Adriatica";"Giurdignano";"LE";"PUG"
2037;18,46;40,14;"Dolmen del Cane";"megaliti";"";"Giurdignano ";"";"dolmen";"";"Strada Statale 16 Adriatica";"Giurdignano";"LE";"PUG"
2038;15,03;38,00;"Megaliti di Argimosco (..)";"megaliti";"";"Montalbano ";"";"";"";"Strada Provinciale 110 Montalbanese";"Montalbano Elicona";"ME";"SIC"
2040;15,15;36,92;"Dolmen di Avola";"megaliti";"";"Avola ";"";"dolmen";"";"Via Tucitide";"Avola";"SR";"SIC"
2041;18,19;40,32;"ingresso Parco Archeologico (VI sec.aC)";"messapi";"VI a.c.";"Cavallino ";"";"parco";"";"Strada Provinciale Lecce-Cavallino";"Cavallino";"LE";"PUG"
2042;18,19;40,32;"Museo Diffuso";"messapi";"";"Cavallino ";"";"museo";"";"Tangenziale Est";"Lecce";"LE";"PUG"
2043;18,19;40,32;"abitato messapico (VIII sec.aC)";"messapi";"VIII a.c.";"Cavallino ";"abitato";"abitato";"";"Tangenziale Est";"Lecce";"LE";"PUG"
2044;18,19;40,33;"abitato (XVI sec.aC)";"messapi";"XVI a.c.";"Cavallino ";"abitato";"abitato";"";"Tangenziale Est";"Lecce";"LE";"PUG"
2045;18,19;40,32;"Porta di Nord-Est";"messapi";"";"Cavallino ";"architettonico";"porta";"";"Tangenziale Est";"Lecce";"LE";"PUG"
2046;18,03;40,50;"(Baletium) area messapica (IV sec.aC)";"messapi";"IV a.c.";"Valesio ";"musei e parchi";"area archeologica";"";"Strada Statale 613 Brindisi-Lecce";"Squinzano";"LE";"PUG"
2047;17,74;40,54;"Parco Archeol messapico Muro Tenente";"messapi";"";"Mesagne ";"";"parco";"";"Strada Provinciale 45";"Mesagne";"BR";"PUG"
2048;17,74;40,54;"Muro Tenente. abitato (VII sec.aC)";"messapi";"VII a.c.";"Mesagne ";"abitato";"abitato";"";"Strada Provinciale 45";"Mesagne";"BR";"PUG"
2049;17,74;40,54;"Muro Tenente. Mura messapiche";"messapi";"";"Mesagne ";"difesa";"mura";"";"Strada Provinciale 45";"Mesagne";"BR";"PUG"
2050;17,64;40,40;"Parco archeologico dei Messapi (VI sec.aC)";"messapi";"VI a.c.";"Manduria ";"";"parco";"";"SS7ter";"Manduria";"TA";"PUG"
2051;9,70;40,39;"Nuraghe Tundone";"nuraghi";"";"Orosei ";"";"nuraghe";"";"SS125";"Orosei";"NU";"SAR"
2052;9,70;40,39;"Nuraghe Muri?;"nuraghi";"";"Orosei ";"";"nuraghe";"";"SS125";"Orosei";"NU";"SAR"
2053;9,71;40,39;"Nuraghe Nerelie monotorre";"nuraghi";"";"Orosei ";"";"nuraghe";"";"SS125";"Orosei";"NU";"SAR"
2054;9,72;40,38;"Nuraghe Portu";"nuraghi";"";"Orosei ";"";"nuraghe";"";"Strada di Santa Maria";"Orosei";"NU";"SAR"
2055;9,69;40,38;"Nuraghe Santa Lucia";"nuraghi";"";"Orosei ";"";"nuraghe";"";"Strada Vicinale Erbore";"Orosei";"NU";"SAR"
2056;9,69;40,39;"Nuraghe Chilivri";"nuraghi";"";"Orosei ";"";"nuraghe";"";"Strada Vicinale Erbore";"Orosei";"NU";"SAR"
2057;9,71;40,45;"Nuraghe Sa Pira";"nuraghi";"";"Onifai ";"";"nuraghe";"";"";"Orosei";"NU";"SAR"
2058;9,71;40,48;"Nuraghe Sant'Andria";"nuraghi";"";"Siniscola ";"";"nuraghe";"";"SP72";"Irgoli";"NU";"SAR"
2059;9,72;40,48;"Tomba di Giganti di Su Itichinzu";"nuraghi";"";"Onifai ";"sepolture";"tomba";"";"SP72";"Irgoli";"NU";"SAR"
2060;9,74;40,50;"Tomba di Giganti Su Picanteo";"nuraghi";"";"Siniscola ";"sepolture";"tomba";"";"SP72";"Irgoli";"NU";"SAR"
2061;9,79;40,49;"resti Complesso nuragico Conca Umosa";"nuraghi";"";"Siniscola ";"abitato";"ruderi";"";"SS125";"Orosei";"NU";"SAR"
2062;9,71;40,60;"Nuraghe Gorropis";"nuraghi";"";"Siniscola ";"";"nuraghe";"";"Via Nazario Sauro";"Siniscola";"NU";"SAR"
2063;9,70;40,61;"Nuraghe Pizzinno";"nuraghi";"";"Posada ";"";"nuraghe";"";"SS131DCN";"Siniscola";"NU";"SAR"
2064;9,66;40,63;"Nuraghe San Pietro";"nuraghi";"";"Torpe' ";"";"nuraghe";"";"Strada Alà dei Sardi - Concas";"Torpè";"NU";"SAR"
2065;9,68;40,65;"resti Nuraghe Tilibbas";"nuraghi";"";"Torp?";"abitato";"ruderi";"";"Strada Alà dei Sardi - Concas";"Torpè";"NU";"SAR"
2067;9,47;40,57;"Nuragheddu";"nuraghi";"";"Temi ";"";"nuraghe";"";"SP50";"Onanì";"NU";"SAR"
2068;9,39;40,54;"resti Nuraghe Ortai";"nuraghi";"";"Bitti ";"abitato";"ruderi";"";"SP50";"Onanì";"NU";"SAR"
2069;9,38;40,57;"resti Nuraghe Ortuidda";"nuraghi";"";"Bitti ";"abitato";"ruderi";"";"SP50";"Onanì";"NU";"SAR"
2070;9,31;40,56;"Nuraghe Loelle";"nuraghi";"";"Budduso ";"";"nuraghe";"";"SS389";"Buddusò";"OT";"SAR"
2071;9,32;40,53;"Villaggio nuragico Su Romanzesu";"nuraghi";"";"Bitti ";"";"nuraghe";"";"SS389";"Buddusò";"OT";"SAR"
2073;9,28;40,51;"Nuraghe Sa Raighina";"nuraghi";"";"Osidda ";"";"nuraghe";"";"SS389";"Buddusò";"OT";"SAR"
2074;9,27;40,52;"Nuraghe Frazuighe";"nuraghi";"";"Osidda ";"";"nuraghe";"";"SS389";"Buddusò";"OT";"SAR"
2075;9,26;40,52;"Tombe di Giganti*";"nuraghi";"";"Osidda ";"sepolture";"tomba";"";"SS389";"Buddusò";"OT";"SAR"
2076;9,25;40,52;"Nuraghe Bidde";"nuraghi";"";"Osidda ";"";"nuraghe";"";"SS389";"Buddusò";"OT";"SAR"
2077;9,23;40,52;"Nuraghe Usanis";"nuraghi";"";"Osidda ";"";"nuraghe";"";"";"";"";""
2078;9,23;40,50;"Nuraghe S'iscobalzu";"nuraghi";"";"Osidda ";"";"nuraghe";"";"";"";"";""
2079;9,25;40,49;"Nuraghe Duscamine";"nuraghi";"";"Nule ";"";"nuraghe";"";"";"";"";""
2080;9,24;40,47;"Nuraghe Voes trilobato";"nuraghi";"";"Nule ";"";"nuraghe";"";"";"";"";""
2081;9,26;40,46;"Nuraghe e villaggio Dorosule";"nuraghi";"";"Orune ";"";"nuraghe";"";"";"Orune";"NU";"SAR"
2082;9,28;40,47;"Nuraghe Istelai";"nuraghi";"";"Nule ";"";"nuraghe";"";"";"Buddusò";"OT";"SAR"
2083;9,33;40,44;"resti Nuraghe Galile";"nuraghi";"";"Orune ";"abitato";"ruderi";"";"SS389";"Orune";"NU";"SAR"
2084;9,30;40,38;"Nuraghe Curtu";"nuraghi";"";"Nuoro ";"";"nuraghe";"";"SS389";"Orune";"NU";"SAR"
2085;9,28;40,38;"Noddule nuraghe. tomba di giganti. fonte sacra";"nuraghi";"";"Nuoro ";"sepolture";"tomba";"";"SS389";"Orune";"NU";"SAR"
2086;9,28;40,38;"Fonte Sacra Noddule";"nuraghi";"";"Nuoro ";"";"fonte";"";"SS389";"Orune";"NU";"SAR"
2087;9,28;40,37;"Nuraghe De Orizanne";"nuraghi";"";"Nuoro ";"";"nuraghe";"";"SS389";"Orune";"NU";"SAR"
2088;9,26;40,34;"Nuraghe S'abba Viva";"nuraghi";"";"Nuoro ";"";"nuraghe";"";"";"Nuoro";"NU";"SAR"
2089;9,21;40,33;"Nuraghe Nurdole";"nuraghi";"";"Nuoro ";"";"nuraghe";"";"SS131DCN";"Orani";"NU";"SAR"
2090;9,20;40,35;"Nuraghe Loghelis";"nuraghi";"";"Orani ";"";"nuraghe";"";"SS131DCN";"Orani";"NU";"SAR"
2091;9,17;40,32;"Nuraghe Colobrargia";"nuraghi";"";"Oniferi ";"";"nuraghe";"";"SS129";"Oniferi";"NU";"SAR"
2092;9,17;40,32;"Nuraghe Brodu";"nuraghi";"";"Oniferi ";"";"nuraghe";"";"SS129";"Oniferi";"NU";"SAR"
2093;9,16;40,32;"Nuraghe Ianna Ormiea";"nuraghi";"";"Orotelli ";"";"nuraghe";"";"SS129";"Orotelli";"NU";"SAR"
2094;9,16;40,32;"Nuraghe Carbai";"nuraghi";"";"Oniferi ";"";"nuraghe";"";"SS129";"Orotelli";"NU";"SAR"
2095;9,16;40,31;"Nuraghe S Ederosu";"nuraghi";"";"Oniferi ";"";"nuraghe";"";"SS129";"Oniferi";"NU";"SAR"
2096;9,17;40,30;"Nuraghe Predosu";"nuraghi";"";"Oniferi ";"";"nuraghe";"";"SS129";"Oniferi";"NU";"SAR"
2097;9,17;40,30;"Nuraghe Ola monotorre";"nuraghi";"";"Oniferi ";"";"nuraghe";"";"SS128";"Oniferi";"NU";"SAR"
2098;9,17;40,29;"Nuraghe Corodda";"nuraghi";"";"Oniferi ";"";"nuraghe";"";"SS128";"Oniferi";"NU";"SAR"
2099;8,99;39,70;"complesso nuragico Di Su Nuraxi";"nuraghi";"";"Barumini ";"";"nuraghe";"070936802";"SP9";"Barumini";"VS";"SAR"
2100;9,01;39,72;"Nuraghe Bruncu Cristolu";"nuraghi";"";"Gesturi ";"";"nuraghe";"";"SS197";"Gesturi";"VS";"SAR"
2101;8,99;39,73;"Protonuraghe Bruncu Maduli o Bruncu Madugui";"nuraghi";"";"Gesturi ";"";"nuraghe";"";"Via Giara";"Gesturi";"VS";"SAR"
2102;8,99;39,73;"Insed.prenuragico Bruncu Maduli";"nuraghi";"";"Gesturi ";"";"nuraghe";"";"Via Giara";"Gesturi";"VS";"SAR"
2103;9,02;39,74;"resti Nuraghe Pisconti";"nuraghi";"";"Gesturi ";"abitato";"ruderi";"";"Via Giara";"Gesturi";"VS";"SAR"
2104;9,02;39,75;"Nuraghe Bruncu Peppi Pina";"nuraghi";"";"Gesturi ";"";"nuraghe";"";"SS197";"Gesturi";"VS";"SAR"
2105;9,02;39,75;"Nuraghe Conca Tiiddia";"nuraghi";"";"Gesturi ";"";"nuraghe";"";"SS197";"Gesturi";"VS";"SAR"
2106;9,03;39,76;"Nuraghe Pranu De Follas";"nuraghi";"";"Nuragus ";"";"nuraghe";"";"SS197";"Gesturi";"VS";"SAR"
2107;9,04;39,74;"Nuraghe Bruncu Nieddosa";"nuraghi";"";"Gesturi ";"";"nuraghe";"";"SS197";"Gesturi";"VS";"SAR"
2108;9,03;39,72;"resti Nuraghe Bruncu de Tana";"nuraghi";"";"Gesturi ";"abitato";"ruderi";"";"SS197";"Gesturi";"VS";"SAR"
2109;9,04;39,68;"Nuraghe Surdelli";"nuraghi";"";"Barumini ";"";"nuraghe";"";"SP9";"Gergei";"CA";"SAR"
2110;9,05;39,67;"resti Nuraghe Iriu";"nuraghi";"";"Gergei ";"abitato";"ruderi";"";"SP9";"Gergei";"CA";"SAR"
2111;9,06;39,66;"Nuraghe Riu Elias";"nuraghi";"";"Gergei ";"";"nuraghe";"";"SP36";"Escolca";"CA";"SAR"
2112;9,08;39,66;"resti Nuraghe Saccaioni";"nuraghi";"";"Gergei ";"abitato";"ruderi";"";"SP36";"Escolca";"CA";"SAR"
2113;9,07;39,68;"resti Nuraghe Ruineri";"nuraghi";"";"Gergei ";"abitato";"ruderi";"";"SP9";"Gergei";"CA";"SAR"
2114;9,08;39,68;"resti Nuraghe Preganti";"nuraghi";"";"Gergei ";"abitato";"ruderi";"";"SP9";"Gergei";"CA";"SAR"
2115;9,09;39,68;"resti Nuraghe e villaggio Aurreddus";"nuraghi";"";"Gergei ";"abitato";"ruderi";"";"";"Gergei";"CA";"SAR"
2116;9,10;39,67;"Nuraghe Ardiddi";"nuraghi";"";"Gergei ";"";"nuraghe";"";"SP36";"Escolca";"CA";"SAR"
2117;9,09;39,66;"resti Nuraghe Don Efisi";"nuraghi";"";"Mandas ";"abitato";"ruderi";"";"SP36";"Escolca";"CA";"SAR"
2118;9,10;39,64;"Nuraghe Murtas";"nuraghi";"";"Mandas ";"";"nuraghe";"";"SP36";"Escolca";"CA";"SAR"
2119;9,10;39,64;"resti Nuraghe Simoni";"nuraghi";"";"Mandas ";"abitato";"ruderi";"";"SP36";"Escolca";"CA";"SAR"
2120;9,10;39,61;"Nuraghe San Sebastiano polilobato con rudere chi";"nuraghi";"";"Gesico ";"";"nuraghe";"";"SP30";"Mandas";"CA";"SAR"
2121;9,12;39,61;"Nuraghe Suergiu";"nuraghi";"";"Gesico ";"";"nuraghe";"";"SP33";"Gesico";"CA";"SAR"
2122;9,12;39,60;"Nuraghe Su Linu";"nuraghi";"";"Gesico ";"";"nuraghe";"";"Strada Statale 128 Centrale Sarda";"Mandas";"CA";"SAR"
2123;9,14;39,61;"Nuraghe Su Angiu";"nuraghi";"";"Gesico ";"";"nuraghe";"";"Strada Statale 128 Centrale Sarda";"Mandas";"CA";"SAR"
2124;9,15;39,61;"Nuraghe Bidinessi";"nuraghi";"";"Mandas ";"";"nuraghe";"";"SP32";"Mandas";"CA";"SAR"
2125;9,15;39,61;"Nuraghe Planu Furonis";"nuraghi";"";"Siurgus Donigala ";"";"nuraghe";"";"SP32";"Mandas";"CA";"SAR"
2126;9,14;39,59;"Nuraghe Ruina Coa";"nuraghi";"";"Suelli ";"";"nuraghe";"";"Strada Statale 128 Centrale Sarda";"Mandas";"CA";"SAR"
2127;9,13;39,59;"Nuraghe Saccaionis";"nuraghi";"";"Suelli ";"";"nuraghe";"";"Strada Statale 128 Centrale Sarda";"Mandas";"CA";"SAR"
2128;9,13;39,58;"Nuraghe Bia";"nuraghi";"";"Suelli ";"";"nuraghe";"";"Strada Statale 128 Centrale Sarda";"Mandas";"CA";"SAR"
2129;9,13;39,58;"Nuraghe Piscu quadrilobato e villaggio";"nuraghi";"";"Suelli ";"";"nuraghe";"";"Strada Statale 128 Centrale Sarda";"Mandas";"CA";"SAR"
2130;9,12;39,62;"Nuraghe Ladiri";"nuraghi";"";"Gesico ";"";"nuraghe";"";"SP30";"Mandas";"CA";"SAR"
2131;9,14;39,62;"Nuraghe Natzargius";"nuraghi";"";"Mandas ";"";"nuraghe";"";"Strada Statale 128 Centrale Sarda";"Mandas";"CA";"SAR"
2132;9,17;39,61;"Nuraghe Corte Carroccia";"nuraghi";"";"Siurgus Donigala ";"";"nuraghe";"";"SP32";"Mandas";"CA";"SAR"
2133;9,18;39,59;"Nuraghe Su Nuraxi o Sa Parrocchia";"nuraghi";"";"Siurgus Donigala ";"";"nuraghe";"";"SP29";"Siurgus Donigala";"CA";"SAR"
2134;9,18;39,58;"Nuraghe Erri o Erra";"nuraghi";"";"Siurgus Donigala ";"";"nuraghe";"";"";"Siurgus Donigala";"CA";"SAR"
2135;9,16;39,56;"Nuraghe Sisini polilobato";"nuraghi";"";"Senorbi ";"";"nuraghe";"";"SP29";"Senorbì";"CA";"SAR"
2136;9,18;39,52;"resti  Pozzo Sacro di Bau Crabas I";"nuraghi";"";"San Basilio ";"abitato";"ruderi";"";"";"San Basilio";"CA";"SAR"
2137;9,18;39,52;"Pozzo Sacro di Bau Crabas II";"nuraghi";"";"San Basilio ";"";"pozzo";"";"";"San Basilio";"CA";"SAR"
2138;9,20;39,52;"Nuraghe Pedru Molas";"nuraghi";"";"San Basilio ";"";"nuraghe";"";"Strada Di Penetrazione Agraria";"San Basilio";"CA";"SAR"
2139;9,16;39,49;"Nuraghe Agus";"nuraghi";"";"San Basilio ";"";"nuraghe";"";"Strada Di Penetrazione Agraria";"San Basilio";"CA";"SAR"
2140;9,13;39,46;"Nuraghe Guntruxius o Montruxius";"nuraghi";"";"Barrali ";"";"nuraghe";"";"SS387";"Donori";"CA";"SAR"
2141;9,14;39,45;"Tomba di Giganti Mitza 'e Fide";"nuraghi";"";"Donori ";"sepolture";"tomba";"";"SS387";"Donori";"CA";"SAR"
2142;9,16;39,45;"Nuraghe Mannu";"nuraghi";"";"SantAndrea Frius ";"";"nuraghe";"";"SS387";"Donori";"CA";"SAR"
2143;9,11;39,44;"Nuraghe Nuraggiassus";"nuraghi";"";"Donori ";"";"nuraghe";"";"SP11";"Donori";"CA";"SAR"
2144;9,06;39,37;"Nuraghe Su Cuccumeu";"nuraghi";"";"Ussana ";"";"nuraghe";"";"SS466";"Ussana";"CA";"SAR"
2145;9,06;39,36;"Villaggio nuragico Monte Oladri";"nuraghi";"";"Ussana ";"";"nuraghe";"";"Carlo Felice";"San Sperate";"CA";"SAR"
2146;9,05;39,34;"Tomba di Giganti pessimo stato";"nuraghi";"";"San Sperate ";"sepolture";"tomba";"";"Carlo Felice";"San Sperate";"CA";"SAR"
2147;9,01;39,34;"Nuraghe e zona archeologica Sa Nuxedda";"nuraghi";"";"San Sperate ";"musei e parchi";"zona archeologica";"";"Via Cagliari";"San Sperate";"CA";"SAR"
2148;9,00;39,37;"Nuraghe Su Crabili";"nuraghi";"";"San Sperate ";"";"nuraghe";"";"SS130dir";"Monastir";"CA";"SAR"
2149;9,00;39,45;"Nuraghe loc. Perdera";"nuraghi";"";"Nuraminis ";"";"nuraghe";"";"Carlo Felice";"Nuraminis";"CA";"SAR"
2150;9,00;39,46;"Complesso nuragico di Monte Leonaxi";"nuraghi";"";"Nuraminis ";"";"nuraghe";"";"Carlo Felice";"Nuraminis";"CA";"SAR"
2151;9,01;39,47;"Protonuraghe Sa Corona";"nuraghi";"";"Nuraminis ";"";"nuraghe";"";"Carlo Felice";"Nuraminis";"CA";"SAR"
2152;9,02;39,49;"Nuraghe S'Omu e S'Orcu monotorre e villaggio";"nuraghi";"";"Samatzai ";"";"nuraghe";"";"SP34";"Ortacesus";"CA";"SAR"
2153;9,05;39,52;"Nuraghe Sioccu monotorre";"nuraghi";"";"Ortacesus ";"";"nuraghe";"";"SP34";"Ortacesus";"CA";"SAR"
2154;9,05;39,52;"Tombe di Giganti (resti)";"nuraghi";"";"Ortacesus ";"abitato";"ruderi";"";"SP34";"Ortacesus";"CA";"SAR"
